"","ID_no_Rep_dup","LogPopBio","Time","(weights)",".fitted",".resid"
"2962","73_1",6.48504178935444,439.024390243902,1,6.46508347889634,0.0199583104581036
"2963","73_1",6.5255475109885,458.536585365854,1,6.4661469976306,0.0594005133579012
"2964","74_1",0.999816295771565,5.18714401952803,1,0.903035066786843,0.0967812289847215
"2965","74_1",1.0203299346136,25.9560618388934,1,1.04212074837937,-0.0217908137657687
"2966","74_1",1.14616733109234,72.7624084621643,1,1.55587205916642,-0.409704728074084
"2967","74_1",2.11229848580927,92.7074857607811,1,1.85001292688306,0.262285558926211
"2968","74_1",2.43004556626094,120.677379983727,1,2.31243839909048,0.117607167170457
"2969","74_1",2.84353316709923,145.280716029292,1,2.74317321286622,0.100359954233007
"2970","74_1",3.40471896760016,199.420260374288,1,3.66529579504243,-0.260576827442273
"2971","74_1",4.76217074625742,269.884052074858,1,4.63481947552625,0.12735127073117
"2972","74_1",4.96317378953794,294.283970707892,1,4.89374368335801,0.0694301061799258
"2973","74_1",5.22712614842923,341.222538649308,1,5.28915700346579,-0.0620308550365642
"2974","74_1",5.53431023574583,367.453213995118,1,5.45899514417696,0.0753150915688714
"2975","74_1",5.64866611794731,438.456061838893,1,5.77900749386749,-0.130341375920181
"2976","74_1",5.83904493334994,462.845809601302,1,5.85316043118368,-0.0141154978337363
"2977","74_1",5.79569073543901,487.011798209927,1,5.91329591458033,-0.117605179141322
"2978","74_1",5.86914180944205,513.018714401953,1,5.96578908934975,-0.0966472799076961
"2979","74_1",6.10226247532748,530.53295362083,1,5.99518086132492,0.107081614002562
"2980","74_1",6.08009549842953,556.448331977217,1,6.03138147044226,0.0487140279872706
"2981","74_1",6.12179635828452,578.966639544345,1,6.05694122517243,0.0648551331120863
"2982","74_1",6.12100030662797,601.444263628966,1,6.07796889375648,0.0430314128714873
"2983","75_1",1.01050175839227,3.46826688364524,1,1.00897185011535,0.00152990827691823
"2984","75_1",2.63527380679549,25.772986167616,1,2.64202392038938,-0.00675011359388877
"2985","75_1",5.25884574520587,45.5756712774613,1,5.14761071203342,0.111235033172449
"2986","75_1",5.19485543896729,52.4308380797396,1,5.36970534978719,-0.174849910819898
"2987","75_1",5.49172147212005,70.0061025223759,1,5.52743126444311,-0.0357097923230594
