"","ID_no_Rep_dup","LogPopBio","Time","I(Time^2)","I(Time^3)",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"765","142_1",21.2087912087912,48.7334137515079,2374.94561587566,115739.207335798,21.0971186930139,0.111672515777276,0.243039822674835,0.717437003058995,0.00292285384495391,0.190823273498961
"766","142_1",21.3186813186813,52.5934861278649,2766.07478308192,145477.515732656,21.2448453886928,0.0738359299885403,0.261502321863673,0.718341695644024,0.00144442801775342,0.127736419946703
"767","142_1",21.3186813186813,57.9010856453559,3352.53571891084,194115.457789771,21.3163222599165,0.00235905876476039,0.775453496466074,0.719072911799923,4.72937561507179e-05,0.00740128569772617
"768","143_1",5.76923076923077,1.44752714113389,2.09533482431925,3.03305402796513,5.39742825043568,0.371802518795094,0.677345830562932,0.212127688709947,2.06468571372815,1.98344600346235
"769","143_1",7.80219780219781,3.37756332931245,11.4079340435162,38.5310196885954,8.07850059080905,-0.276302788611238,0.291153368634889,0.330371774518714,0.10155029624619,-0.994456574495752
"770","143_1",10.6593406593407,5.7901085645356,33.5253571891085,194.115457789772,11.0288277010193,-0.369487041678649,0.249308335304437,0.30710530101434,0.138645390053962,-1.29224574268597
"771","143_1",13.0769230769231,7.72014475271413,59.6006350028595,460.125529575756,13.08372830869,-0.00680523176687586,0.317044379931709,0.361485925089632,7.22627246996143e-05,-0.0249530349064433
"772","143_1",17.0879120879121,12.0627261761158,145.509362799949,1755.23959951688,16.7843542370152,0.303557850896926,0.373676386640258,0.318215011243036,0.201499708156462,1.16230142912052
"773","143_1",20.3296703296703,18.8178528347406,354.111585309955,6663.61969943942,20.2879407474826,0.0417295821876991,0.286849240598564,0.360828601707771,0.0022546154470917,0.149737320398968
"774","143_1",21.4835164835165,22.6779252110977,514.288291880141,11662.991420201,21.2386810345576,0.244835448958856,0.322181536970154,0.336152029813721,0.0964974540978145,0.901144208854292
"775","143_1",21.2637362637363,25.5729794933655,653.977280168092,16724.1475748656,21.527619067242,-0.263882803505702,0.330565869442258,0.331484172784814,0.117911967821548,-0.977313412792772
"776","143_1",21.2087912087912,29.4330518697226,866.304542365781,25497.9865304283,21.4287215354602,-0.21993032666904,0.30438023700293,0.341729133053481,0.0698451515714463,-0.799053500404525
"777","143_1",21.0439560439561,33.2931242460796,1108.43212206489,36903.1683582522,20.8694732525632,0.174482791392926,0.847494814911869,0.301264195506151,2.54663339772509,1.35390125486014
"778","144_1",3.7912087912088,0.48250904704463,0.232814980479917,0.112335334369079,3.97141832047079,-0.180209529261985,0.774492031997703,0.511109776392183,0.519993129231355,-0.778217991701527
"779","144_1",4.78021978021978,31.3630880579011,983.643292527658,30850.0912011087,4.12560518278561,0.654614597434169,0.242660218612409,0.394689792074233,0.19060634156977,1.54256957494698
"780","144_1",4.23076923076924,46.8033775633293,2190.55615133556,102525.426624632,4.33208560730362,-0.101316376534378,0.227041312093924,0.54213996858232,0.00410110181044417,-0.236322987716241
"781","144_1",4.3956043956044,70.9288299155609,5030.89891319057,356835.773336074,4.79692789149338,-0.401323495888984,0.285746569793238,0.490776979306373,0.0948450040865781,-0.973806972978117
"782","144_1",5.10989010989013,94.0892641737033,8852.78963274893,832952.462429936,5.37521858998801,-0.265328480097877,0.329305493561429,0.520571441008117,0.054183386602587,-0.664394387947521
"783","144_1",7.96703296703298,166.465621230398,27710.8030516223,4612896.04478152,7.64116323426973,0.325869732763246,0.307826883889451,0.50880403676888,0.071732186718731,0.803232220923351
"784","144_1",9.61538461538463,218.576598311218,47775.7293293035,10442656.3986367,9.26908809257306,0.346296522811569,0.40739565127968,0.496633664008045,0.146262136218914,0.922508070854767
"785","144_1",9.89010989010991,266.344993968637,70939.6558121533,18894422.1994252,10.3863642706402,-0.496254380530315,0.463635856051196,0.427141391737486,0.417268093314866,-1.38956525169073
"786","144_1",10.8241758241758,339.686369119421,115386.829365536,39195333.1113809,10.7065244148712,0.117651409304575,0.961895982720971,0.454334177258924,9.64117082154751,1.23599357098275
"787","145_1",4.06593406593407,6.27261761158023,39.3457317011065,246.800729608871,3.43117215258011,0.634761913353961,0.475463490706191,0.409334172110548,0.838517871764723,1.9236029347741
"788","145_1",5.43956043956045,23.642943305187,558.988768132287,13216.139753188,5.35061802570019,0.0889424138602575,0.227424555505108,0.470840660234999,0.00362992998799865,0.222090965919862
"789","145_1",5.82417582417583,30.8805790108565,953.610160045751,29448.0338928483,6.108449064555,-0.284273240379174,0.178826881696587,0.464104582718252,0.0258083468557371,-0.688511263390718
"790","145_1",7.52747252747253,45.8383594692401,2101.15519883127,96313.5073046906,7.59798540425513,-0.0705128767826038,0.140839945751198,0.471178258315097,0.00114245587056521,-0.166964378921504
"791","145_1",8.1868131868132,55.4885404101327,3078.97811684693,170848.001658575,8.50503047002632,-0.318217283213119,0.1439511852458,0.462572170173766,0.0239546915454746,-0.754860898698283
"792","145_1",9.72527472527473,75.2714113389626,5665.78536495931,426471.660764126,10.2352037392331,-0.509929013958416,0.176763230074305,0.447058033889251,0.0816745455565716,-1.23350176285338
"793","145_1",11.7582417582418,99.3968636911943,9879.73651164586,982014.823352979,12.1165906192212,-0.358348860979415,0.213198839680347,0.459090897216696,0.0532588496031281,-0.886678062963664
"794","145_1",14.8351648351648,144.270205066345,20813.8920698852,3002824.47715112,14.9798163801923,-0.144651545027491,0.197103805680494,0.469639048245155,0.00770454925031966,-0.354311956658077
"795","145_1",17.4175824175824,174.185765983112,30340.6810711235,5284914.77282295,16.454667881749,0.962914535833384,0.155158789448681,0.379513117184241,0.242731734323874,2.29928406212112
"796","145_1",18.1318681318681,196.86369119421,38755.3129106093,7629513.95296916,17.3548710241499,0.776997107718195,0.133029763012557,0.415550509038928,0.128677944896126,1.83151187683448
"797","145_1",18.2967032967033,220.506634499397,48623.1758582507,10721732.8671752,18.1030725736812,0.193630723022064,0.12864975526672,0.468346939636486,0.0076506239365245,0.455271348378352
"798","145_1",18.5164835164835,240.772014475271,57971.1629544801,13957833.6860244,18.5966503749303,-0.080166858446848,0.1382298465236,0.471051623904473,0.00144056722479203,-0.189535939317846
"799","145_1",18.6263736263736,247.044632086852,61031.0502429281,15077393.3531383,18.7227574606331,-0.0963838342595054,0.142591867065433,0.470795500193682,0.00216996549248677,-0.228456138074138
"800","145_1",18.7912087912088,270.205066344994,73010.7778785026,19727882.0805604,19.0831177154581,-0.291908924249327,0.158194754019249,0.463887958120552,0.0229080666502062,-0.698287053019144
"801","145_1",18.8461538461539,286.610373944511,82145.5064526124,23543754.3222445,19.2415988701708,-0.395445024016887,0.163948901217301,0.457233163639767,0.0441712783104371,-0.949209629537738
"802","145_1",19.010989010989,313.148371531966,98061.9025931222,30707925.1063625,19.3368127545095,-0.325823743520466,0.161863672810883,0.461925252224206,0.0294584838458668,-0.781120126671731
"803","145_1",19.0659340659341,334.37876960193,111809.161560501,37386609.8728236,19.2771414949773,-0.211207429043228,0.170085442070502,0.467528580602432,0.0132661110650837,-0.508844318744254
"804","145_1",19.1208791208791,360.916767189385,130260.912838437,47013347.5527868,19.0436994111912,0.077179709687897,0.280093532652375,0.470989699590497,0.00387687754367123,0.19964458461478
