"","ID_no_Rep_dup","LogPopBio","Time",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"3361","47_1",4.85392172830208,302.225864134068,4.07155531721538,0.782366411086702,0.180367327865933,0.901841933982699,0.103138683733096,0.96818084356557
"3362","47_1",6.07350695752197,377.982479802658,5.10462623928334,0.968880718238634,0.18177445246898,0.824515210604111,0.15995920753894,1.20002340053692
"3363","47_1",6.21248943902118,452.511137803384,6.12095185998052,0.0915375790406641,0.295538807736503,1.02873008751322,0.00313170652907116,0.122187507279434
"3364","47_1",6.16727827034072,526.830484837997,7.13442316794404,-0.967144897603324,0.519976344355356,0.642433199046625,1.32471739671546,-1.56392580080628
"3365","48_1",0.292058992185716,9.60913350773797,-0.0767431866450583,0.368802178830774,0.226064518105034,0.467702754923924,0.119292570655408,0.903769901610543
"3366","48_1",0.462019496669681,16.837338870849,0.0904302476178326,0.371589249051848,0.21197328355212,0.467753679363524,0.109528988836672,0.902421521667872
"3367","48_1",0.40983129578544,27.8331416239987,0.344740414025476,0.0650908817599637,0.191827933858366,0.483989739264225,0.00289166542115816,0.156093569400695
"3368","48_1",0.593327242744727,74.7746142909978,1.43039955082155,-0.837072308076823,0.12334460415948,0.402568201983584,0.261331546451075,-1.92737088578348
"3369","48_1",1.32326435190369,100.22682777037,2.01905658575499,-0.695792233851296,0.0980805704619334,0.43119024440962,0.135647003734826,-1.57947399618313
"3370","48_1",2.593502834923,126.293020083674,2.62191368074163,-0.0284108458186303,0.0808569135244127,0.484399444276528,0.000179524113043773,-0.0638865410928944
"3371","48_1",3.16296820339512,154.577908637778,3.27608462910239,-0.113116425707275,0.0720693677967784,0.483186405196737,0.00248871170361514,-0.253153940889427
"3372","48_1",3.96658277262595,180.113846503595,3.86667803586126,0.0999047367646924,0.0729884290582435,0.483470635775613,0.00196996912483184,0.223697060332322
"3373","48_1",4.75777822453405,206.138176623676,4.46856694493517,0.289211279598875,0.0825680098692918,0.475851223058168,0.0190676892426174,0.650946148643226
"3374","48_1",5.6233488397344,229.734499536844,5.01430107107138,0.609047768663019,0.0987956156719044,0.444189290311625,0.104856980312265,1.38310924137933
"3375","48_1",5.83698556581399,256.610027585786,5.63587642703727,0.201109138776719,0.126015605110663,0.480120513464105,0.0155054415626392,0.463763688683491
"3376","48_1",6.69013706369162,280.694742753218,6.19290605548853,0.497231008203088,0.158314703746522,0.456090780582853,0.128393114464919,1.16842303040367
"3377","48_1",6.44956899330545,306.551624100408,6.79092222091156,-0.341353227606112,0.201308129005856,0.470595187277297,0.0854504520844458,-0.823438476220156
"3378","48_1",6.93335640631522,333.734141566316,7.41959760690406,-0.486241200588838,0.255792316079395,0.453697432905511,0.253750121231654,-1.21512639520656
"3379","49_1",1.00954853074727,23.1958762886598,0.135102388565601,0.874446142181669,0.18272649303447,0.629057541790396,0.242277827605228,1.47215922306605
"3380","49_1",1.00954853074727,46.3917525773196,0.317241149154843,0.692307381592427,0.16063772897425,0.649427743325232,0.126569030503644,1.15008428379093
"3381","49_1",1.00954853074727,74.2268041237113,0.535807661861934,0.473740868885336,0.136991407517516,0.66630912795215,0.0478107607581278,0.776137595581046
"3382","49_1",1.00954853074727,98.9690721649485,0.730089006490459,0.279459524256811,0.118591893337201,0.675436380518355,0.0138076450331311,0.45303924369675
"3383","49_1",1.00954853074727,125.257731958763,0.936512935158268,0.0730355955890021,0.101743705190838,0.679793423868521,0.000779035094116208,0.117284296996132
"3384","49_1",1.01909706149454,150,1.13079427978679,-0.111697218292252,0.0884289828603541,0.679386236837782,0.00153772681950943,-0.178054326840783
"3385","49_1",1.00954853074727,173.19587628866,1.31293304037604,-0.303384509628766,0.0781854725412176,0.674841615625989,0.00980859122232672,-0.48092467148418
"3386","49_1",1.00954853074727,242.783505154639,1.85934932214376,-0.84980079139649,0.0604558298362172,0.638467823307266,0.0572820967308869,-1.33433217584197
"3387","49_1",1.00954853074727,269.072164948454,2.06577325081157,-1.0562247200643,0.0588331263765646,0.614715809363008,0.085818748733769,-1.65702263008565
"3388","49_1",1.2673588609236,289.175257731959,2.22362684332225,-0.956267982398648,0.0594701415765574,0.626973246396631,0.0712022781091034,-1.50071681906584
"3389","49_1",1.71613980604536,313.917525773196,2.41790818795077,-0.701768381905412,0.0624883870061362,0.651936757516895,0.0405522035550571,-1.10308987344503
"3390","49_1",2.13627515892531,337.113402061856,2.60004694854002,-0.463771789614706,0.067557033962059,0.667882490533489,0.0193559965719917,-0.730968425281249
"3391","49_1",3.31074444083971,432.989690721649,3.35288715897554,-0.042142718135834,0.11149493786765,0.680000362775132,0.000290510132961504,-0.0680452820714803
"3392","49_1",3.7499768552142,454.639175257732,3.52288333552551,0.227093519688693,0.126539713040089,0.676997735027823,0.00990674219640629,0.36981846184123
"3393","49_1",4.38017988453412,479.381443298969,3.71716468015403,0.663015204380089,0.146045010831241,0.652513669380865,0.101963468823442,1.09197180832227
"3394","49_1",4.25604898481959,505.670103092784,3.92358860882184,0.332460375997746,0.169470685404563,0.673080450256056,0.0314517850274309,0.555223497083235
"3395","49_1",5.49735798196489,595.360824742268,4.62785848310024,0.869499498864647,0.270339450643077,0.623324456438464,0.444618192355699,1.54922441139413
