"","ID_no_Rep_dup","LogPopBio","Time","(weights)",".fitted",".resid"
"2737","5_1",-1.70619640766963,407.390300230947,1,-1.59345138441563,-0.112745023254004
"2738","5_1",-1.74743543848162,432.332563510392,1,-1.59345138441563,-0.153984054065994
"2739","5_1",-1.75927662937588,455.427251732101,1,-1.59345138441563,-0.165825244960254
"2740","5_1",-1.81912354538513,480.369515011547,1,-1.59345138441563,-0.225672160969504
"2741","50_1",1,3.09278350515464,1,0.997849287398618,0.002150712601382
"2742","50_1",2.2413089971453,26.2886597938144,1,2.24868388448726,-0.00737488734196257
"2743","50_1",4.87670348339224,52.5773195876289,1,4.81813244064872,0.0585710427435222
"2744","50_1",5.15361087506311,64.9484536082474,1,5.25101668594001,-0.0974058108769036
"2745","50_1",5.54510063570125,92.7835051546392,1,5.51743199233266,0.0276686433685942
"2746","50_1",5.68832859691032,190.20618556701,1,5.55553708220057,0.132791514709747
"2747","50_1",5.5260035742067,213.40206185567,1,5.55555687693027,-0.0295533027235697
"2748","50_1",5.46871238972307,236.59793814433,1,5.555560293877,-0.0868479041539327
"2749","52_1",1.00954853074727,3.09278350515464,1,1.00950419442015,4.43363271220854e-05
"2750","52_1",1.00954853074727,23.1958762886598,1,1.00950419442017,4.43363270985486e-05
"2751","52_1",1.00954853074727,46.3917525773196,1,1.00952444149833,2.40892489367095e-05
"2752","52_1",2.59460463479435,115.979381443299,1,2.59638476729795,-0.00178013250359887
"2753","52_1",3.36803562532334,142.268041237113,1,3.36139463756994,0.00664098775340305
"2754","52_1",3.67358860923603,168.556701030928,1,3.67647599119299,-0.00288738195696236
"2755","52_1",3.75952538596147,191.752577319588,1,3.77828776804625,-0.0187623820847778
"2756","52_1",3.83591363193964,218.041237113402,1,3.81923748551409,0.0166761464255485
"2757","53_1",1,1.54639175257734,1,0.992802967029512,0.00719703297048824
"2758","53_1",3.49216652503787,72.680412371134,1,3.57908023981807,-0.0869137147802013
"2759","53_1",5.16315940581038,98.9690721649485,1,4.95675978180389,0.206399624006488
"2760","53_1",5.66923153541578,123.711340206186,1,5.70464162303692,-0.0354100876211421
"2761","53_1",5.95568745783392,148.453608247423,1,6.07935957850234,-0.123672120668417
"2762","53_1",6.06072129605391,171.649484536082,1,6.24725985487431,-0.186538558820398
"2763","53_1",6.39491987220841,244.329896907216,1,6.38427441765773,0.0106454545506818
"2764","53_1",6.45221105669204,269.072164948454,1,6.39205407585902,0.0601569808330176
"2765","53_1",6.44266252594477,290.721649484536,1,6.39520851634357,0.0474540096012044
"2766","53_1",6.42356546445023,310.824742268041,1,6.39667791040886,0.0268875540413669
"2767","53_1",6.47130811818658,334.020618556701,1,6.39751428142848,0.0737938367580968
"2768","54_1",1.00950616718347,1.5516700678572,1,1.00485635876303,0.00464980842044005
"2769","54_1",1.01066365386125,74.6083328409562,1,1.00485635876303,0.00580729509821998
"2770","54_1",1.00155152469575,99.4814131378368,1,1.00485635876303,-0.00330483406727988
"2771","54_1",1.00194556271371,124.351766422296,1,1.00485635876303,-0.00291079604931999
"2772","54_1",1.01187039529127,150.773789774612,1,1.00485635876303,0.00701403652824006
"2773","54_1",1.00275826612577,175.646870071493,1,1.00485635876303,-0.00209809263726002
"2774","54_1",1.00384187067518,244.040341603756,1,1.00485635876303,-0.00101448808784999
"2775","54_1",1.00423590869315,268.910694888215,1,1.00485635876303,-0.000620450069879874
"2776","54_1",1.00458069195887,290.672254012117,1,1.00485695051912,-0.000276258560252263
"2777","54_1",1.98455324264404,343.240872462174,1,2.02241995580041,-0.037866713156367
"2778","54_1",3.3443045605215,366.166865890074,1,3.23983335396266,0.104471206558844
"2779","54_1",3.79148845616236,390.909049590721,1,3.91640374719429,-0.124915291031926
"2780","54_1",4.08652442211552,412.586071329555,1,4.13609578893761,-0.049571366822093
"2781","54_1",4.32459726709626,438.942646383754,1,4.22396133059216,0.100635936504096
"2782","55_1",1.00950616718347,1.5516700678572,1,0.999505374300307,0.0100007928831634
"2783","55_1",2.40733140854703,27.5755496066285,1,2.44818250343313,-0.0408510948861047
"2784","55_1",4.18530482774475,47.2727603274233,1,4.12737697027775,0.0579278574669955
"2785","55_1",5.86910316064823,122.955536062467,1,6.12014939568891,-0.251046235040681
"2786","55_1",6.19270688290404,147.733170924594,1,6.17383427000162,0.0188726129024248
"2787","55_1",6.23107633490363,169.483821998809,1,6.18982022094378,0.041256113959852
"2788","55_1",6.22198883311425,195.911299375969,1,6.19633886722124,0.0256499658930052
"2789","55_1",6.33650613208605,223.857722671927,1,6.19831613953846,0.13818999254759
"2790","56_1",1.01903696174306,3.10334013571435,1,0.984559152492747,0.0344778092503125
"2791","56_1",1.71335657677791,26.2202244331223,1,1.81115920151915,-0.0978026247412371
"2792","56_1",4.10915698077253,41.0769881056808,1,3.84878892891397,0.260368051858559
"2793","56_1",4.38503284810203,53.4330813876857,1,4.74169024154328,-0.356657393441245
